Open_Text,Perfect_Interview,Compensation_Expectation,Documentation,Inexperienced_Interviewers,Infrastructure,Insufficient_time,Interview_Content,Interview_Process_Drive,Interviewer_Professionalism,Job_Description,Lack_of_Knowledge,Lengthy_Process,Loop_Closure,Online__F2F,Openess_to_Multiple_approach,Problem_Statement,Role_Clarity,Selection_Information,Schedule_Adherance,Timely_Communication,Time_Slot_Flexibility,Recruiter_professionalism,Joining_Date_Flexibility,Application_Process,Sum
"My interview was all held online, I believe system design round is challenging to be held online. I felt little disconnected with interviewer thoughts and his expectation, I don't think I conveyed all my thoughts clearer. 
I believe system design round is suitable for white boarding.",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"Feedback 1 : 
I felt one of the interviewer was in a hurry to wrap up the interview ASAP & I felt was pre-occupied 
— I would strongly recommend the interviewers ensure that they are completely focused towards the interview in their allocated slot",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The process is very slow. Its been a month since i first spoke to the hiring manager, which was my first interaction. Have had only three more interactions in the entire last one month and two more are pending. After every interaction, there is a lull and ypu keep wondering weather this is still open or they have closed it. The process needs to be more quick and the candidate needs to be proactively kept informed at every stage.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3
Time given for the coding round was very limited compared to the scope and expectations.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"It was a discussion with all of them , not a boring one sided conversation.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Everyone is working on organization,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Keeping the candidate informed. Whether its being selected, rejected or stalled. 
I know the COVID times are tough, but I haven't got update regarding my application for more than 2 weeks now.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"I have done interviews very well, but not sure why I was eliminated. Need to give the areas of improvements to the candidate. Recruiter need to work on this front",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"Could have been good if the decision cycle (time from the last interview session to the time when the result was announced) was reduced, though I do understand the constrains",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Felt very comfortable talking to them. Their approach was such that I dint had to panic or get nervous due to interview fear. Question were very clear, and over all it was a great experience.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Case studies/problem solving could be done offline. In my opinion, none of the real world complex problems need to be solved in 5 to 10 minutes. It is better to give the problem/case question as homework, and give the candidate time to think/mull over the options and present a comprehensive solution",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Have 1.5 hour slots basis the complexity of the problems and discussions required. Sometimes it takes longer (which is fine), which needs to be accepted",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"They are more concerned about getting a solution rather than approach, and for the interviewee who is facing this first-time might get confused.
There were 2 interviewers, both asking a different question at the same time which was irritating.",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Don't repeat the rounds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The second interview did not go well because the interviewer was not able to understand my solution and there was a huge communication gap between me and him. I asked my recruiter to reschedule the second interview, so that I can be judged properly, but this was not scheduled again and my profile was rejected.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Hr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Complete intereviews on time. I had to come all the way to the office two times.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Start on time. Stick to the focus area - in my case, the problem solving interview felt squarely like a product sense one and the product sense interview was 90 minutes of problem solving. Also, one of the interviewers had spent 6 years focusing on a specific area and it felt like they expected me to have in-depth understanding of the space (we spent an hour talking about it) even though I have never worked on that area.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5
HR was not clear on the process. Never explained what would the process of interview look like. She just asked me about my previous job experience and salary.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Providing feedback to the interviewee even if it is negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
In one of the case it felt like the problem to be asked was complex to describe and equally be understood by the candidate which then took longer to complete the interview.,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Online test,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Most interviews were organised perfectly. Only the last one exceeded its timeline by 1 hr,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
I thing everything are ok.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Out of 4 rounds, two are good and other two are bad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Share feedback of the interview once assignments submitted. Else seems very unprofessional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
All interviewers are good & supportive.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shud communicate truth only no fake lies or hopes initially and then after clearing all rounds u are made to feel that u made mistake throughout by wasting time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
It's good of all rounds finish in a single day as it's difficult to manage from current job.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Machine coding round was very unrealistic. Getting Akka framework designed in just 1.5 hr is a joke. Even if you are not expecting perfect answer, the problem statement should be realistic and assuming that everyone knows what akka framework doesn't make sense to me.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Nothing really, I thought they were conducted well. Still waiting for my feedback",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Telecon interview please do fix the slot for reducing disturbance due to surrounding condition and fix during non working days,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"1. Have better connectivity. I had to ask the question again which seem to irritate the interviewer.

2. Don’t have specific assumption and answer in mind. The interviewer clearly assumed that just because he said that we need transport system for low income, I should jump to bus. Specifically for person who is not aware of the latest user behavior in a country, I wanted to check on every assumption before proceeding which was irritating the interviewer.

3. Be consistent- at one point interviewer said don’t think about advertisement and then when I was suggesting solution, the interviewer immediately said “what about job ads”.at that point I told the interviewer that you said not to talk about ads and I could see irritation on his face.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Timelines - I felt the whole selection to offer letter process took lot of time,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Even if the candidate has not been selected for the next round, a communication should happen to the Candidate. 
That is one thing which has been missing so far.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Improve on Lunch offerings to Candidate , the quantity of lunch should be sufficient , i felt quantity is too less and felt hungry through end of the day , it was good that i was carrying some food stuff",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Punctuality. I was asked to report at 11 am, but the HR POC got in touch with me an hour later, around 12 pm. I had no idea who to reach out to, and what to do.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Questions asked in SQL round were irrelevant as I had already mentioned my lack of experience with SQL. Also, no importance was given/shown to my work experience as it was never discussed. Other rounds were good.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"1. Please schedule the interviews in advance so that the interviewers does not have to wait for long hours between multiple interviews. This disrupts the rhythm of the candidate.
2. Please try to complete the process sooner. Gap between different interviews for me was more than a month, so the total process took about 2 months. The wait was very taxing.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Try to reduce time,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
All the interviewers had a great work experience. One of the interviewer was sleepy(I would request you to check the camera in case of any doubt) and I was concerned if that will hamper my selection.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Avoid last minute updates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
All my interviewers stuck to time schedule and made me feel extremely comfortable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I am very to join this company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"They need to be more clear on what exactly they want, instead of asking question which they assume will help them judge a candidate. As a PM, one is supposed to be neutral in approach, and one might not have domain knowledge. And if domain knowledge is important, then reject at CV selection stage itself.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4
Interview process is lengthy. Most of the interviewer ask similar kind of question. Which makes it boring after certain duration. Coz replies become repetitive.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"Just having things run on time in drives. Difficult to achieve, but not impossible",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"For people who don't come from the e-commerce industry, the company can give an offline project which touches upon their current problems/issues. This would help in gaining a deeper understanding for both the parties.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The second round interview was a bit confusing, I was not clear what the interviewer wanted and was searching for a perfect solution. After the interview the guy told me that he was not looking for a perfect solution but he was looking for different approaches. I kept thinking that there is a solution which is perfect and will satisfy all constraints and i spent time in search for that and in the end I realized he was looking for various approaches and wanted me to explain different trade-offs.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"To make the candidate feel more at ease. Often candidates get tensed up, someone needs to calm him down",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None.eveything is Ok,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"They did not give me the reason for rejection, just canceled the upcoming call invites. On checking with the recruiting agency, they said “I guess they have rejected you”. A little clarity on why the rejection happened and what can be done better will help us a lot in being prepared if we get a another chance someday.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
process need to be speed up,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Interviewers were fine. No problems with them. I had good 2 rounds, first round was very good but the second round was kind of okay. However, after the first round the HR said that it was a borderline which I fail to agree with. In the second round due to lack of sleep, I had blanked out a little and that round seemed to me to be a borderline one. The interviewer literally clearly called out in the interview that the performance was not great, which was expected. But it wasn't too bad either as I had answered all questions. Nonetheless, the interviewer told me that I will have the next round and helped me understand the design of the next round as well, in between the interview he told me that! I was surprised, or rather shocked, when the HR said that it was a reject as both the rounds were, from his perspective, a borderline. I feel that a scrutiny should be done on this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Interview process feedback turn around time is very high. The Candidate has to wait for ages to get a feedback if he is not selected. Kindly improve on the same. 

Once the Interview is over, the candidate has to chase the company to get to know his status",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
The interview process is way too lengthy along with the breaks of ome hour in between. And if it can not be shortened any further please have each rounds as elimination rounds...so that if any person could not be through all rounds he would nlt have to wait and go through further rounds,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I had to make so many calls to the recruiter to schedule the next round and later to know the status. Overall, it was a frustrating experience",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"If a candidate could not clear the process, a constructive feedback on improvement areas would help.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
The interviewers should at least make an attempt to understand what a candidate has worked in the past rather than assessing them on all aspects even though it is not relevant.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
I was not given feedback on why i failed my interview. I have followed up with my HR contact multiple times on this.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Interview should be discussions....not programming round.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
He could have been more supportive in allowing me to add the missing functionality instead of starting evaluation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The process is good & it should continue, but can avoid the unwanted delay.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
I don't see any improvement required for the interview process,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The process is quite good & transparent.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hopeless treatment when they know that you're not the right candidate. Third grade attitude.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"The interviewers were knowledgeable and supportive, but I felt that the question asked needed more time than alloted.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2nd round need to start early,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"NA, haven't gone through all the rounds yet.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's too lengthy and time consuming. Probably a online test should help reducing time spent for the process.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Interview Selection was not clear. First was told that debrief was done and EM round is only left. After EM round came to know that debrief is still pending. Even then it was not communicated what was the main reason for rejection after all the rounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"Give some time (atleast 2-3 mins) for the candidate to come up with an optimal solution rather than asking us to implement a brute force solution, which is time consuming and inefficient",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"In the Product round, it felt that the interviewer himself was not clear on the question formulation and answer. Usually it is better in such cases to have gone through similar questions at multiple level or jot down the points given by the interviewee to prevent interviewer bias during debrief!",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Give feedback/direction, if you feel the candidate is not going in the direction u wanted.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Post completion of the interview..need provide feedback to associate where went wrong on not selected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
I was not informed about the result of the interview even after 1 week of the interview. Nor was the status updated on profile.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
It was too bad.I was rejected giving no reason.when i asked for feedback they said will share in a day but never got that.I have mailed the HR for feedback but again no reply.Its just waste of time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
More punctuality during the panel interviews so that candidate does not have to wait.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Probably due to the COVID situation I thought that the time between different phases of the process was a little longer.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
should not make the candidates wait long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
My interview experience was very good from start to end of the process. I don't think there is any thing to improve.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The interviewer came in the call 20 min late, then dropped a huge doc. Asked me to implement it and then left. As if his time was important and I (having had also taken time from my work schedule) had nothing to do.
The interviewer never showed up at the scheduled end time and I had to leave from the call. Based on this, I had to back out of the process.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Too long documentation process,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Need to improve knowledge who were taking interviews.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Finalize the hiring requirements before advertising the openings. The role I was being interviewed for was put on hold at the last moments, after I had given 4 interviews and was awaiting my last one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"For god sack increase the time duration and change the panel, hire some experienced guys instead of nobs taking the interviews.

Make few pointer to rate a candidate, if candidate got the average passing from those pointer, he should get selected, else rejected.
eg for the pointer I mention.:
1. UI(Each screen 5 pointes) 
2. UseCased(Each Use-case 5 point) 
3. TestCase(overall 10 point).

If candidate is able to crack 30 point, he should get selected.
I think thats enough for 1st round with a limited time give 2 hr of time.

Please ask the interviewer to review the code properly keeping in mind that candidate have just 1 hr time not 1 week.
The interviewer was also lacking the knowledge of programming as he says defining a variable = null is a bad practice, however it is considered as a good practice for activating GC. he also stated AsyncTask is deprecated(what a fool) AsyncTask is not deprecated and still it is in use, lot of silly mistakes were done by the nob interviewer, they need to improve a lot in sense of development and interviewing an experienced person, Please replace your interviewer with some experienced people.",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"In my final round with HR head Mr.Prasant Gopalian it. was confirmed by him that I.ll be joining as grade-10 but when I receive d offer letter it's disappointed me that the final grade given to me was -9. Than conformed with HR Priya she replied that ""the panel has desided it"" which was not conveyed to me before.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Have lesser interviews. i had a total of 8 rounds. It gets exhausting and there's a lot of repetition. Further, please communicate the result max in a day or two. The wait is taxing",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
To much longer process so need to do fast all process,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"When someone gets rejected, that person deserves to know the reason. And that's too through a mail or a call. Keeping boanka and shut for all of a sudden is the worst thing ever possible. I had to push the HR and then they've sent a rejection mail.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Don't be in a rush,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Need to discuss as per the role.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For us working individual please finish the interview on a single day.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
All interview was soft spoken and give better explanation to problems,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Interview process could be short,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Thank you for the opportunity. The process could've sped up if there hadn't been a panel member shortage.
HR was also not available for the talk on the same day.
A Face to Face conversation on the same day had been changed to a Telephonic conversation after a week.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
"Even though I had taken a day out, the interviewer changed at the last minute and was taken by the same person who had done my phone screening and then rejected me without allowing for the other rounds to take place",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
More interactive sessions need to done,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Interview process is too lengthy almost more than a month. Please make it short.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"The process was good. Although the JD shared and the actual work required to be done in the role where very different from each other. That didn't help my preperation for the first interview.

There were some issues regarding frequent change of timings for the interviews, but I completely understand that due to the Covid situation and everyone working from home.

Except this everything was very smooth and had great interactions with the interviewers.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Interview process is very bad

1. Made candidate wait for 3 hours for the first F2F happen during drive.
2. Took two complete days to complete 4 rounds.

Post interview its much more worse.

1. Took more than 20 days to get back
2. Hr called and said I was selected and took 10 more days for offer rollout.

And the final blow

I gave interview for SDE2, when hr called me that I was selected he said everything is positive and we will roll out offer.
And on the day of compensation discussion after 12 days he said my position is SDE1. Seriously can't he say that in the beginning. I rejected lot of interviews thinking that I will be offered SDE1.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
Try to conduct interviews on time and don't make the interviewee wait for hours.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Job description was not shared in time some of the panelists were looking to find solution to their department’s problem rather than judging the approach which the candidate has basis his/her experience,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
It would be nice if the interviewer can inform Recruiter or the next panel about the discussion. I had to inform recruiter after the most of interviews since some of the interviews started late and some interviews took more time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There is no suggestion.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Don't make the candidate feel like you don't have time to listen to them,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Able to Check ability of candidates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Please please reduce the number of rounds, and the TAT for final selection.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"If you interview someone for a category person has not worked for or has no experience.
Then the interviewer & HR should should ask questions accordingly.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Interviewers need to stick to schedules. HRs need to be more open about Job description and compensation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Based on what you reject people?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
There is no lag,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Everything was good expect there is lack in professionalism in informing the candidate whether he is selected or not.

No information on selection and rejection was given.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
The entry process is a little tedious. I spent almost 30 minutes near the reception getting the entry pass. There needs to be another counter there for interview candidates,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
I Just Two months old this organation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interviews were held for eye wash I feel. Candidate was selected but guess to have a process this was staged . Mukul came 40 minutes late and was throwing out a big 4 tantrums. Due to his delay my rest of the interviews got delayed and had to postpone to day after.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
I didnot do any interviews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I didnot do any interviews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Please stick to date and time and it has to change, please communicate well in advance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
"Stick to timings, don't call candidate early if interviewers won't be present to start the interview.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Even after knowing that I am not from E-Comm background, questions were still anchored around E-Comm. Tried my best answering those, but guess it wasn’t good enough.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
No Improvement needed as of now and as per my experience,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
all wail nathing to improve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The interview got stretched a little. It was nearly 10:30 when I left the premise.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Some of the interviewer were quite friendly However some of them were not open to discussion & had a fixed mindset of the given problem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Not to waste time of the person who had come for interview.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Was not clear on what they were looking from a role perspective even after asking the question on exact role, did not get a concrete answer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Response time in selection and regular update as to what has happened to the application so far,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
"One technical round is good enough rather than multiple rounds, even Corporates and MNCs don't have such rounds.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Should ask more real world problems,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"All interview rounds were not necessarily relevant to the Job description. For the rounds a lot of ""traditional explicit interview preparation"" is required which is not suitable on short notice interview calls and especially for working interviewee.",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"The time taken for interviews and on-phone was a little high. Also, the job offer took weeks to be confirmed. This made me(a candidate) very anxious and scared which may lead to the candidate making some unwise choice",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3
I had a great experience. I don't have any specific feedback as such.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Interview process needs to be streamlined. Mostly interviewers do not make it at the blocked time.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
The HR was adamant on my joining date as he had a TAT to fill in the position. It would be better if the same is conveyed to the candidate on the day he/she gets selected. So that the candidate gets enough time to negotiate the notice period with the previous company.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
If information given about where the candidate is lacking would do a great help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
If information given about where the candidate is lacking would do a great help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Please let the candidate know the proper reason for getting rejected. In the machine coding round, I discussed with the interviewer how my code meets all the criteria including the bonus criteria, and how it executed smoothly. Then I mailed her the code. After sometime, the HR informed that I have been rejected. Please refrain from having such things to happen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
The whole process was satisfactory.. but time consuming (from interview to releasing the offer letter).,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
